公司代碼,簡稱,TSE 產業別,TESG評等季度,環境構面分數,社會構面分數,公司治理構面分數,TESG分數,TESG等級
1101,台泥         ,01,201612,76.43,74.38,56.89,63.63,A     
1102,亞泥         ,01,201612,50.04,70.08,57.09,57.59,B+    
1103,嘉泥         ,01,201612,60.11,61.7,45.9,55.39,B     
1104,環泥         ,01,201612,70.11,65.81,53.16,62.93,A     
1108,幸福         ,01,201612,52.56,43.98,65.16,54.95,B     
1109,信大         ,01,201612,49.53,35.91,66.47,52.22,B     
1110,東泥         ,01,201612,59.45,37.19,54.17,51.98,B-    
1201,味全         ,02,201612,58.67,70.91,67.29,66.03,A     
1203,味王         ,02,201612,61.86,58.71,62.11,60.71,B+    
1210,大成         ,02,201612,67.25,68.28,43.58,60.55,B+    
1213,大飲         ,02,201612,48.93,49.35,67.72,54.73,B     
1215,卜蜂         ,02,201612,65.81,62.24,52.41,60.4,B+    
1216,統一         ,02,201612,78.06,85.22,56.51,74.39,A+    
1217,愛之味       ,02,201612,59.71,65.6,38.41,55.62,B     
1218,泰山         ,02,201612,63.66,50.99,48.75,54.25,B     
1219,福壽         ,02,201612,68.32,75.26,56.08,67.36,A+    
1220,台榮         ,02,201612,42.47,44.91,56.94,47.76,C     
1225,福懋油       ,02,201612,71.2,69.01,37.11,60.12,B+    
1227,佳格         ,02,201612,68.68,66.9,46.6,61.36,B+    
1229,聯華         ,02,201612,64.73,73.79,50.04,63.86,A     
1231,聯華食       ,02,201612,57.91,53.32,51.34,54.15,B     
1232,大統益       ,02,201612,57.95,72.33,64.48,65.52,A     
1233,天仁         ,02,201612,63.66,61.34,61.04,61.97,A     
1234,黑松         ,02,201612,67.07,77.46,36.25,61.88,A     
1235,興泰         ,02,201612,58.99,47.37,37.98,48.15,C     
1236,宏亞         ,02,201612,70.88,55.52,59.96,61.61,A     
1256,鮮活果汁-KY  ,02,201612,63.3,43.79,59.1,54.43,B     
1301,台塑         ,03,201612,46.16,57.81,53.33,52.52,B     
1303,南亞         ,03,201612,58.4,59.47,57.22,58.25,B+    
1304,台聚         ,03,201612,66.68,74.42,59.7,66.21,A     
1305,華夏         ,03,201612,45.09,75.13,55.04,58.08,B+    
1307,三芳         ,03,201612,69.2,56.95,45.11,54.66,B     
1308,亞聚         ,03,201612,43.67,66.1,56.75,55.63,B     
1309,台達化       ,03,201612,52.67,56.75,56.25,55.32,B     
1310,台苯         ,03,201612,67.14,66,45.22,58.03,B+    
1312,國喬         ,03,201612,45.05,67.83,52.75,54.96,B     
1313,聯成         ,03,201612,80.93,64.33,38.15,58.84,B+    
1314,中石化       ,03,201612,54.18,60.24,52.95,55.5,B     
1315,達新         ,03,201612,47.7,58.86,44.39,51.09,B-    
1316,上曜         ,14,201612,50.49,61.42,38.85,48.77,B-    
1319,東陽         ,12,201612,65.84,77.02,53.52,64.28,A     
1321,大洋         ,03,201612,54.75,56.05,45.53,51.45,B-    
1323,永裕         ,03,201612,65.11,65.64,57.1,62.06,A     
1324,地球         ,03,201612,60.09,63.35,70.76,65.34,A     
1325,恒大         ,03,201612,47.7,51.65,44.03,47.93,C     
1326,台化         ,03,201612,54.91,60.08,56.13,56.95,B+    
1337,再生-KY      ,03,201612,54.75,46.52,56.59,53.02,B     
1338,廣華-KY      ,12,201612,71.29,47,47.74,55.06,B     
1339,昭輝         ,12,201612,45.6,49.08,35.01,42.48,C-    
1340,勝悅-KY      ,03,201612,47.7,50.82,51.57,50.52,B-    
1402,遠東新       ,04,201612,69.54,83.66,53.78,69.32,A+    
1409,新纖         ,04,201612,78.14,56.38,37.63,53.2,B     
1410,南染         ,04,201612,47.7,38.86,51.81,45.59,C     
1413,宏洲         ,04,201612,56.14,38.94,39.48,42.42,C-    
1414,東和         ,04,201612,47.7,47.7,42.42,45.64,C     
1416,廣豐         ,20,201612,47.7,53.35,46.36,49.55,B-    
1417,嘉裕         ,04,201612,47.7,38.2,58.09,47.76,C     
1418,東華         ,04,201612,47.7,37.95,46.78,43.25,C-    
1419,新紡         ,04,201612,47.7,52.02,50.49,50.61,B-    
1423,利華         ,04,201612,47.7,40.02,49.17,45.05,C     
1432,大魯閣       ,37,201612,47.7,62.87,54.44,56.7,B+    
1434,福懋         ,04,201612,70.3,65.34,56.89,62.98,A     
1435,中福         ,20,201612,49.66,38.86,44.5,44.2,C     
1436,華友聯       ,14,201612,49.66,46.03,50.84,49.08,B-    
1437,勤益控       ,20,201612,49.66,37.79,51.69,46.97,C     
1438,三地開發     ,14,201612,41.25,38.62,40.31,40.06,C-    
1439,雋揚         ,14,201612,47.7,50.29,44.69,47.61,C     
1440,南紡         ,04,201612,79.33,44.58,48.34,52.65,B     
1441,大東         ,04,201612,47.7,45.73,46.9,46.56,C     
1442,名軒         ,14,201612,59.42,61.71,58.88,59.88,B+    
1443,立益物流     ,20,201612,47.7,39.4,46.18,43.62,C-    
1444,力麗         ,04,201612,62.59,56.89,39.72,51.28,B-    
1445,大宇         ,04,201612,61.84,54.8,41.64,51,B-    
1446,宏和         ,04,201612,47.7,48.38,46.96,47.7,C     
1447,力鵬         ,04,201612,59.58,60.46,39.48,52.11,B-    
1449,佳和         ,04,201612,47.7,37.37,40.44,40.53,C-    
1451,年興         ,04,201612,47.7,41.01,53.84,47.29,C     
1452,宏益         ,04,201612,47.7,58.11,61.43,57.43,B+    
1453,大將         ,14,201612,49.66,37.56,57,49.18,B-    
1454,台富         ,04,201612,47.7,43.17,41.52,43.39,C-    
1455,集盛         ,04,201612,48.79,52.69,42.59,48.01,C     
1456,怡華         ,14,201612,49.66,37.44,48.27,45.39,C     
1457,宜進         ,04,201612,39.9,59.93,57.07,55.01,B     
1459,聯發         ,04,201612,47.7,55.42,44.87,49.84,B-    
1460,宏遠         ,04,201612,74.55,69.41,54.86,64.71,A     
1463,強盛新       ,04,201612,65.76,56.65,49.53,55.6,B     
1464,得力         ,04,201612,52.36,41.8,53.96,48.55,B-    
1465,偉全         ,04,201612,47.7,47.43,56.59,51.05,B-    
1466,聚隆         ,04,201612,47.7,73.14,41.76,56.07,B     
1467,南緯         ,04,201612,86.8,51.91,45.35,55.98,B     
1468,昶和         ,04,201612,52.36,52.69,53.18,52.82,B     
1470,大統新創     ,04,201612,50.63,64.93,64.96,62.22,A     
1471,首利         ,28,201612,43.23,41.78,40.95,41.89,C-    
1472,三洋實業     ,14,201612,47.7,51.98,40.2,46.58,C     
1473,台南         ,04,201612,41.11,39.61,41.4,40.59,C-    
1474,弘裕         ,04,201612,44.91,59.56,46.54,51.7,B-    
1475,業旺         ,04,201612,47.7,43.37,56.71,49.4,B-    
1476,儒鴻         ,04,201612,67.67,44.91,63.41,56.45,B     
1477,聚陽         ,04,201612,65.26,44.18,63.83,55.85,B     
1503,士電         ,05,201612,68.26,68.76,47.78,60.22,B+    
1504,東元         ,05,201612,56.69,63.62,54.42,57.86,B+    
1506,正道         ,05,201612,54.97,50.36,58.15,54.88,B     
1512,瑞利         ,12,201612,70.45,53.32,45.42,55.72,B     
1513,中興電       ,05,201612,56.79,50.77,52.46,53.12,B     
1514,亞力         ,05,201612,54.75,66.37,54.93,58.31,B+    
1515,力山         ,05,201612,52.36,62.48,45.47,53.92,B     
1516,川飛         ,20,201612,37.86,44.87,55.48,45.95,C     
1517,利奇         ,05,201612,47.7,47.76,50.97,49,B-    
1519,華城         ,05,201612,67.31,75.54,72.35,71.8,A+    
1521,大億         ,12,201612,54.97,69.03,48.43,56.5,B+    
1522,堤維西       ,12,201612,73.06,60.39,64.4,66.01,A     
1524,耿鼎         ,12,201612,54.97,39.31,39.87,44.54,C     
1525,江申         ,12,201612,62.84,60.94,60.7,61.45,B+    
1526,日馳         ,05,201612,47.7,61.96,51.09,55.01,B     
1527,鑽全         ,05,201612,52.36,68.9,54.02,59.95,B+    
1528,恩德         ,05,201612,47.7,53.56,31.59,43.88,C-    
1529,樂事綠能     ,05,201612,54.75,46.36,44.87,48.28,C     
1530,亞崴         ,05,201612,54.75,48.24,49.03,50.51,B-    
1531,高林股       ,05,201612,57.96,52.37,54.15,54.76,B     
1532,勤美         ,05,201612,66.86,74.69,47.32,61.39,B+    
1533,車王電       ,12,201612,74.01,73.66,57.58,67.5,A+    
1535,中宇         ,05,201612,59.89,75.69,44.45,58.45,B+    
1536,和大         ,12,201612,70.36,69.2,47.51,61.11,B+    
1537,廣隆         ,05,201612,47.88,53.72,51.87,51.62,B-    
1538,正峰         ,05,201612,47.7,60.88,45.94,52.55,B     
1539,巨庭         ,05,201612,47.7,57.12,62.69,57.5,B+    
1540,喬福         ,05,201612,47.7,63.68,44.75,53.26,B     
1541,錩泰         ,05,201612,47.7,62.98,54.2,56.65,B+    
1558,伸興         ,05,201612,70.01,69.85,48.22,61.44,B+    
1560,中砂         ,05,201612,53.13,52.93,52.26,52.72,B     
1563,巧新         ,12,201612,45.6,45.71,51.44,47.91,C     
1568,倉佑         ,12,201612,54.97,48.84,57.46,54.16,B     
1582,信錦         ,28,201612,72.08,53.16,69.49,63.91,A     
1583,程泰         ,05,201612,50.95,56.25,51.74,52.86,B     
1587,吉茂         ,12,201612,45.6,45.71,41.49,44.03,C     
1589,永冠-KY      ,05,201612,43.23,40.44,40.88,41.45,C-    
1590,亞德客-KY    ,05,201612,56.04,35.93,64.28,53.3,B     
1597,直得         ,05,201612,54.75,54.16,70.41,60.84,B+    
1598,岱宇         ,37,201612,67.24,68.25,63.05,66.03,A     
1603,華電         ,06,201612,43.23,39.15,48.06,43.94,C     
1604,聲寶         ,06,201612,47.7,63.33,56.47,57.68,B+    
1605,華新         ,06,201612,64.37,58.37,55.35,58.96,B+    
1608,華榮         ,06,201612,72.02,48.43,42.27,53.04,B     
1609,大亞         ,06,201612,69.63,65.76,55.74,62.91,A     
1611,中電         ,06,201612,53.13,54.05,38.64,47.97,C     
1612,宏泰         ,06,201612,54.75,57.59,61.06,58.12,B+    
1614,三洋電       ,06,201612,52.36,38.65,39.84,41.72,C-    
1615,大山         ,06,201612,49.37,52.39,52.99,51.72,B-    
1616,億泰         ,06,201612,54.75,54.99,54.77,54.83,B     
1617,榮星         ,06,201612,54.75,52.37,40.33,48.27,C     
1618,合機         ,06,201612,43.23,56.24,49.96,49.82,B-    
1626,艾美特-KY    ,06,201612,47.7,60.7,46.12,52.55,B     
1702,南僑         ,02,201612,46.78,63.54,50.91,54.55,B     
1707,葡萄王       ,22,201612,63.92,74.78,51.38,66.04,A     
1708,東鹼         ,21,201612,53.02,49.76,63.19,56.11,B     
1709,和益         ,21,201612,57.02,65.93,56.4,59.45,B+    
1710,東聯         ,21,201612,50.05,58.31,57.99,55.7,B     
1711,永光         ,21,201612,68.43,81.45,73.75,74.46,A+    
1712,興農         ,21,201612,55.47,61.63,39.25,50.83,B-    
1713,國化         ,21,201612,43.63,48.64,39.79,43.59,C-    
1714,和桐         ,21,201612,69.83,64.66,50.93,60.72,B+    
1717,長興         ,21,201612,77.85,69.04,57.84,67.2,A+    
1718,中纖         ,21,201612,46.95,73.09,36.4,50.57,B-    
1720,生達         ,22,201612,71.02,68.14,56.28,65.22,A     
1721,三晃         ,21,201612,68.61,48.28,58.96,58.65,B+    
1722,台肥         ,21,201612,43.01,71.18,76.62,64.91,A     
1723,中碳         ,21,201612,68.35,72.53,54.96,64.25,A     
1725,元禎         ,21,201612,59.75,41.49,49.91,50.34,B-    
1726,永記         ,21,201612,57.83,57.3,52.29,55.45,B     
1727,中華化       ,21,201612,63.75,57.61,45.46,54.59,B     
1730,花仙子       ,21,201612,66.7,72.91,73.99,72.15,A+    
1731,美吾華       ,22,201612,64.75,58.73,54.82,58.68,B+    
1732,毛寶         ,21,201612,68.31,44.4,58.86,54.59,B     
1733,五鼎         ,22,201612,56.48,64.51,61.03,62.06,A     
1734,杏輝         ,22,201612,70.89,63.16,46.41,59.69,B+    
1735,日勝化       ,21,201612,56.08,51.48,43.44,49.64,B-    
1736,喬山         ,37,201612,52.36,63.74,61.02,60.52,B+    
1737,臺鹽         ,02,201612,47.49,71.85,71.16,62.39,A     
1752,南光         ,22,201612,61.81,54.44,76.75,62.24,A     
1760,寶齡富錦     ,22,201612,64.71,53.41,58.11,56.8,B+    
1762,中化生       ,22,201612,44.88,56.56,52.4,53.25,B     
1773,勝一         ,21,201612,66.42,70.97,63.15,66.48,A     
1776,展宇         ,21,201612,57.96,40.27,60.98,53.86,B     
1783,和康生       ,22,201612,50.56,62.24,60.01,59.49,B+    
1786,科妍         ,22,201612,59.25,61.07,48.89,57.21,B+    
1789,神隆         ,22,201612,45.23,56.5,60.08,55.51,B     
1795,美時         ,22,201612,64.49,54.81,49.64,55.05,B     
1802,台玻         ,08,201612,72.59,68.16,62.64,67.9,A+    
1805,寶徠         ,14,201612,49.66,39.57,57.51,50.01,B-    
1806,冠軍         ,08,201612,58.18,58.88,26.15,45.98,C     
1808,潤隆         ,14,201612,49.66,44.31,40.31,44.03,C     
1809,中釉         ,08,201612,52.36,59.77,54.02,56.12,B     
1810,和成         ,08,201612,66.5,71.09,49.29,61.72,A     
1817,凱撒衛       ,08,201612,47.7,59.27,47.98,52.67,B     
1903,士紙         ,09,201612,50.03,44.32,32.7,42.36,C-    
1904,正隆         ,09,201612,66.83,65.42,39.7,55.56,B     
1905,華紙         ,09,201612,55.37,65.13,35.12,50.52,B-    
1906,寶隆         ,09,201612,50.03,57.01,33.91,45.97,C     
1907,永豐餘       ,09,201612,65.28,66.35,45.9,58.57,B+    
1909,榮成         ,09,201612,63.99,68.49,43.48,57.3,B+    
2002,中鋼         ,10,201612,29.63,84.01,64.05,52.27,B     
2006,東和鋼鐵     ,10,201612,72.55,73.35,65.16,70.09,A+    
2007,燁興         ,10,201612,59.36,62.46,49.33,56.52,B+    
2008,高興昌       ,10,201612,47.27,50.2,43.59,46.68,C     
2009,第一銅       ,10,201612,47.27,34.94,47.52,44.28,C     
2010,春源         ,10,201612,64.23,66.86,59.82,63.3,A     
2012,春雨         ,10,201612,74.48,51.61,52.76,60.94,B+    
2013,中鋼構       ,10,201612,65,77.85,55.12,64.61,A     
2014,中鴻         ,10,201612,73.14,76.79,47.32,64.76,A     
2015,豐興         ,10,201612,55.91,62.6,60.82,59.35,B+    
2017,官田鋼       ,10,201612,66.34,38.96,58.51,56.67,B+    
2020,美亞         ,10,201612,47.27,58.04,42.68,48.31,C     
2022,聚亨         ,10,201612,63.56,54.64,60.22,60.13,B+    
2023,燁輝         ,10,201612,74.48,68.98,62.54,68.81,A+    
2024,志聯         ,10,201612,37.86,39.14,54.57,44.2,C     
2025,千興         ,10,201612,37.86,41.38,41.47,40.04,C-    
2027,大成鋼       ,10,201612,68.59,61.93,42.78,57.64,B+    
2028,威致         ,10,201612,46,40.49,48.73,45.61,C     
2029,盛餘         ,10,201612,79.79,73.33,65.26,72.8,A+    
2030,彰源         ,10,201612,75.49,54.36,35.02,55.64,B     
2031,新光鋼       ,10,201612,64.56,59.25,42.88,55.43,B     
2032,新鋼         ,10,201612,47.27,40.07,55.78,48.54,B-    
2033,佳大         ,10,201612,37.86,34.66,37.94,37.09,C-    
2034,允強         ,10,201612,60.79,50.46,67.07,60.47,B+    
2038,海光         ,10,201612,37.86,39,51.75,43.15,C-    
2049,上銀         ,05,201612,72.08,68.19,65.75,68.38,A+    
2059,川湖         ,28,201612,75.32,64.42,71.91,71.37,A+    
2062,橋椿         ,38,201612,69.69,56.16,65.02,62.19,A     
2069,運錩         ,10,201612,37.86,39.98,66.27,48.62,B-    
2101,南港         ,11,201612,69.09,66.5,44.96,58.93,B+    
2102,泰豐         ,11,201612,56.06,37.59,40.79,44.75,C     
2103,台橡         ,11,201612,43.49,49.36,61.48,52.45,B     
2104,國際中橡     ,11,201612,47.03,52.89,51.01,50.38,B-    
2105,正新         ,11,201612,54.5,64.47,67.88,62.61,A     
2106,建大         ,11,201612,82.2,65.59,58.04,67.96,A+    
2107,厚生         ,11,201612,43.23,47.09,29.88,39.05,C-    
2108,南帝         ,11,201612,65.5,63.86,44.99,56.81,B+    
2109,華豐         ,11,201612,54.97,63.91,37.55,50.77,B-    
2114,鑫永銓       ,11,201612,54.75,51.86,62.22,56.87,B+    
2115,六暉-KY      ,12,201612,54.97,51.48,69.96,59.8,B+    
2201,裕隆         ,12,201612,75.86,74.56,55.38,67.5,A+    
2204,中華         ,12,201612,64.81,66.34,54.91,61.39,B+    
2206,三陽工業     ,12,201612,73.08,73.66,40.33,60.48,B+    
2207,和泰車       ,12,201612,76.44,66.77,64.4,68.94,A+    
2208,台船         ,15,201612,68.13,67.8,76.62,71.43,A+    
2227,裕日車       ,12,201612,75.98,70.35,57.46,67.12,A+    
2228,劍麟         ,12,201612,54.97,61.9,59.77,58.85,B+    
2231,為升         ,12,201612,54.97,53.24,50.05,52.55,B     
2233,宇隆         ,12,201612,45.6,42.75,56.3,48.95,B-    
2236,百達-KY      ,12,201612,45.6,48.36,55.96,50.44,B-    
2239,英利-KY      ,12,201612,45.6,35.62,57.69,47.42,C     
2241,艾姆勒       ,12,201612,54.97,47.24,57.92,53.88,B     
2301,光寶科       ,25,201612,61.16,60.27,51.4,57.11,B+    
2302,麗正         ,24,201612,53.13,43.31,47.97,47.44,C     
2303,聯電         ,24,201612,45.64,82.33,60.74,65.32,A     
2305,全友         ,25,201612,45.27,51,30.58,41.86,C-    
2308,台達電       ,28,201612,82.78,70.34,69.27,72.92,A+    
2312,金寶         ,31,201612,66.37,71.28,40.9,58.56,B+    
2313,華通         ,28,201612,53.65,56.98,56.54,56.01,B     
2314,台揚         ,27,201612,66.77,63.29,51.34,59.58,B+    
2316,楠梓電       ,28,201612,45.27,41.29,40.35,41.89,C-    
2317,鴻海         ,31,201612,59.07,72.88,54.44,62.56,A     
2321,東訊         ,27,201612,45.27,50.26,39.48,44.97,C     
2323,中環         ,26,201612,59.85,61.6,39,52.59,B     
2324,仁寶         ,25,201612,61.98,72.48,52.43,62.34,A     
2327,國巨         ,28,201612,65.04,58.37,28.11,48.47,B-    
2328,廣宇         ,28,201612,53.15,58.36,41.34,49.99,B-    
2329,華泰         ,24,201612,64.11,59.94,42.27,54.23,B     
2330,台積電       ,24,201612,67.15,74.37,73.59,72.34,A+    
2331,精英         ,25,201612,67.33,55.3,56.19,58.53,B+    
2332,友訊         ,27,201612,71.52,64.97,50.98,61.23,B+    
2337,旺宏         ,24,201612,67.31,66.44,71,68.38,A+    
2338,光罩         ,24,201612,45.27,56.74,37.65,46.73,C     
2340,台亞         ,24,201612,54.29,63.69,46.2,54.78,B     
2342,茂矽         ,24,201612,46.98,55.86,38.38,47.09,C     
2344,華邦電       ,24,201612,46.7,66.4,54.12,57,B+    
2345,智邦         ,27,201612,70.55,68.04,70.45,69.56,A+    
2347,聯強         ,29,201612,68.81,56.02,53.9,57.62,B+    
2348,海悅         ,20,201612,49.66,49.41,61.28,54.58,B     
2349,錸德         ,26,201612,64.86,58.36,49.17,56.43,B     
2351,順德         ,24,201612,65.29,56.08,51.99,56.74,B+    
2352,佳世達       ,25,201612,85.32,68.56,56.08,67.84,A+    
2353,宏碁         ,25,201612,63.16,67.54,71.17,67.87,A+    
2354,鴻準         ,31,201612,67.95,78.75,65.09,70.97,A+    
2355,敬鵬         ,28,201612,56.07,47.53,53.8,51.96,B-    
2356,英業達       ,25,201612,70.63,74.11,71.45,72.26,A+    
2357,華碩         ,25,201612,88.71,72.64,61.5,72.26,A+    
2359,所羅門       ,31,201612,70.79,62.25,38.86,55.45,B     
2360,致茂         ,31,201612,59.64,69.34,55.19,61.63,A     
2362,藍天         ,25,201612,60.6,62.94,35.1,51.8,B-    
2363,矽統         ,24,201612,45.27,54.19,41.23,47.12,C     
2364,倫飛         ,25,201612,59.3,46.49,46.13,49.43,B-    
2365,昆盈         ,25,201612,72.78,49.52,49.46,55.08,B     
2367,燿華         ,28,201612,67.63,58.83,49.67,57.46,B+    
2368,金像電       ,28,201612,65.97,55.91,51.41,56.61,B+    
2369,菱生         ,24,201612,66.64,58.42,53.84,58.65,B+    
2371,大同         ,05,201612,71.72,64.92,48.25,60.29,B+    
2373,震旦行       ,31,201612,47.7,51.28,40.92,46.56,C     
2374,佳能         ,26,201612,54.62,52.67,37.95,47.54,C     
2375,凱美         ,28,201612,45.27,43.87,24.65,36.9,C-    
2376,技嘉         ,25,201612,70.24,67.95,69.59,69.12,A+    
2377,微星         ,25,201612,82.74,70.7,60.06,69.55,A+    
2379,瑞昱         ,24,201612,68.97,63.89,55.08,61.76,A     
2380,虹光         ,25,201612,53.13,50.46,42.88,48.22,C     
2382,廣達         ,25,201612,81.64,62.59,60.86,66.5,A     
2383,台光電       ,28,201612,58.69,53.19,57.26,56.06,B     
2385,群光         ,28,201612,59.18,60.96,53.72,57.78,B+    
2387,精元         ,25,201612,45.27,52.98,41.02,46.58,C     
2388,威盛         ,24,201612,45.27,56.33,47.67,50.38,B-    
2390,云辰         ,31,201612,54.75,50.55,61.91,56.36,B     
2392,正崴         ,28,201612,60.4,58.2,51.77,56.29,B     
2393,億光         ,26,201612,68.64,46.12,59.63,56.66,B+    
2395,研華         ,25,201612,68.93,66.51,67.17,67.34,A+    
2397,友通         ,25,201612,53.13,57.13,49.29,53.19,B     
2399,映泰         ,25,201612,45.27,52.59,47.88,49.04,B-    
2401,凌陽         ,24,201612,68.24,65.25,42.74,57.42,B+    
2402,毅嘉         ,28,201612,53.13,52.22,61.75,56.06,B     
2404,漢唐         ,31,201612,45.27,55.04,49.09,50.43,B-    
2405,輔信         ,25,201612,56.07,56.37,37.92,49.29,B-    
2406,國碩         ,26,201612,62.9,59.94,37.54,53.03,B     
2408,南亞科       ,24,201612,75.51,72.99,56.19,67.21,A+    
2409,友達         ,26,201612,67.79,66.34,59.04,63.91,A     
2412,中華電       ,27,201612,60.52,83.91,75.8,75.21,A+    
2413,環科         ,28,201612,68.87,60.15,50.97,59.09,B+    
2414,精技         ,29,201612,68.58,71.96,53.66,64.18,A     
2415,錩新         ,28,201612,43.23,59.16,40.98,47.11,C     
2417,圓剛         ,25,201612,60.6,60.66,72.66,65.2,A     
2419,仲琦         ,27,201612,54.45,49.6,46.66,49.64,B-    
2420,新巨         ,28,201612,61.94,54.32,42.82,52,B-    
2421,建準         ,28,201612,54.64,70.03,49.37,57.15,B+    
2423,固緯         ,31,201612,69.35,64.01,58.5,63.41,A     
2424,隴華         ,27,201612,45.27,59.08,61.12,56.54,B+    
2425,承啟         ,25,201612,53.13,53.13,49.77,51.85,B-    
2426,鼎元         ,26,201612,66.09,52.89,48.68,54.46,B     
2427,三商電       ,30,201612,45.27,74.65,40.04,54.45,B     
2428,興勤         ,28,201612,70.31,40.62,59.04,56.9,B+    
2429,銘旺科       ,26,201612,53.13,45.96,49.92,49.18,B-    
2430,燦坤         ,29,201612,47.7,44.33,43.19,44.53,C     
2431,聯昌         ,28,201612,43.23,51.97,42.7,45.64,C     
2433,互盛電       ,31,201612,47.7,51.94,45.35,48.56,B-    
2434,統懋         ,24,201612,47.05,52.11,68.41,57.09,B+    
2436,偉詮電       ,24,201612,60.82,57.89,48.74,55.12,B     
2438,翔耀         ,26,201612,53.13,51.94,55.24,53.48,B     
2439,美律         ,27,201612,66.65,59.6,47.49,56.69,B+    
2440,太空梭       ,28,201612,43.23,51.44,45.96,46.79,C     
2441,超豐         ,24,201612,57.72,61.64,47.21,55.21,B     
2442,新美齊       ,14,201612,58.33,57.46,61.02,59.23,B+    
2444,兆勁         ,27,201612,53.13,49.96,54.72,52.53,B     
2449,京元電子     ,24,201612,58.39,62.8,74.59,66.22,A     
2450,神腦         ,27,201612,68.49,74.07,50.85,63.95,A     
2451,創見         ,24,201612,53.98,48.97,58.71,53.87,B     
2453,凌群         ,30,201612,53.82,72.33,70.65,67.25,A+    
2454,聯發科       ,24,201612,72.01,65.12,73.85,70.09,A+    
2455,全新         ,27,201612,74.37,65.27,47.42,60.67,B+    
2457,飛宏         ,28,201612,77.08,66.17,61.37,67.52,A+    
2458,義隆         ,24,201612,60.58,66.03,49.52,58.45,B+    
2459,敦吉         ,31,201612,71.39,50.59,43.04,52.71,B     
2460,建通         ,28,201612,53.13,43.19,60.29,52.07,B-    
2461,光群雷       ,31,201612,43.23,49.26,43.98,45.34,C     
2462,良得電       ,28,201612,43.23,55.13,40.1,45.55,C     
2464,盟立         ,31,201612,45.94,50.74,48.33,48.34,B-    
2465,麗臺         ,25,201612,45.27,57.13,49.14,51.24,B-    
2466,冠西電       ,26,201612,59.45,43.56,48.63,49.3,B-    
2467,志聖         ,28,201612,43.23,42.97,48.06,45.08,C     
2468,華經         ,30,201612,53.84,48.75,61.61,54.86,B     
2471,資通         ,30,201612,60.19,57.83,48.8,54.96,B     
2472,立隆電       ,28,201612,53.13,48.84,51.74,50.97,B-    
2474,可成         ,31,201612,68.91,71.13,56.67,64.68,A     
2476,鉅祥         ,28,201612,43.23,61.85,37.93,46.7,C     
2477,美隆電       ,31,201612,62.14,44.93,38.6,46.65,C     
2478,大毅         ,28,201612,54.75,57.14,34.93,47.54,C     
2480,敦陽科       ,30,201612,54.15,62.6,59.73,59.48,B+    
2481,強茂         ,24,201612,58.18,44.54,49.98,49.88,B-    
2482,連宇         ,31,201612,59.75,52.26,49.77,53.11,B     
2483,百容         ,28,201612,53.13,55.43,25.23,43.4,C-    
2484,希華         ,28,201612,65.94,65.38,57.95,62.58,A     
2485,兆赫         ,27,201612,53.13,51.16,45.09,49.33,B-    
2486,一詮         ,26,201612,53.13,45.47,50.21,49.11,B-    
2488,漢平         ,31,201612,63.04,45.79,39.58,47.57,C     
2489,瑞軒         ,26,201612,59.56,67.96,37.83,54.49,B     
2491,吉祥全       ,26,201612,53.13,43.97,33.67,42.25,C-    
2492,華新科       ,28,201612,43.89,56.11,39.47,45.79,C     
2493,揚博         ,28,201612,43.23,49.21,43.67,45.2,C     
2495,普安         ,25,201612,51.74,50.56,63.74,55.85,B     
2496,卓越         ,20,201612,51.51,68.6,64.1,63.49,A     
2497,怡利電       ,12,201612,67.87,69.19,60.24,65.28,A     
2498,宏達電       ,27,201612,77.44,62.6,39.59,57.42,B+    
2501,國建         ,14,201612,68.28,71.95,65.47,68.18,A+    
2504,國產         ,14,201612,64.23,65.09,36.93,54.62,B     
2505,國揚         ,14,201612,49.66,45.38,42.28,45.2,C     
2506,太設         ,14,201612,49.66,59.54,56.14,55.41,B     
2509,全坤建       ,14,201612,49.66,48.64,61.11,54.27,B     
2511,太子         ,14,201612,49.08,67.33,60.68,59.54,B+    
2514,龍邦         ,20,201612,64.88,56.16,41.08,52.03,B-    
2515,中工         ,14,201612,50.62,74.12,53.83,59.05,B+    
2516,新建         ,14,201612,49.66,43.6,56.83,50.92,B-    
2520,冠德         ,14,201612,68.73,73.85,28.66,53.03,B     
2524,京城         ,14,201612,49.66,52.31,46.3,49.01,B-    
2527,宏璟         ,14,201612,49.66,40.7,41.93,43.65,C-    
2528,皇普         ,14,201612,49.66,43.48,43.55,45.18,C     
2530,華建         ,14,201612,64.11,52.96,51.86,55.5,B     
2534,宏盛         ,14,201612,68.6,42.53,42.11,49.39,B-    
2535,達欣工       ,14,201612,67.45,69.04,45.19,58.35,B+    
2536,宏普         ,14,201612,49.66,51.18,55.46,52.61,B     
2537,聯上發       ,14,201612,49.66,47.69,55.63,51.63,B-    
2538,基泰         ,14,201612,49.66,54.03,51.69,51.84,B-    
2539,櫻花建       ,14,201612,66.29,66.55,62.99,64.95,A     
2540,愛山林       ,14,201612,49.66,46.44,59.05,52.73,B     
2542,興富發       ,14,201612,70.27,46.8,53.23,55.9,B     
2543,皇昌         ,14,201612,59.03,48.93,57.86,55.5,B     
2545,皇翔         ,14,201612,49.66,62.56,59.74,57.86,B+    
2546,根基         ,14,201612,77.27,80.48,31.83,58.69,B+    
