公司代碼,簡稱,TSE 產業別,TESG評等季度,環境構面分數,社會構面分數,公司治理構面分數,TESG分數,TESG等級
4956,光鋐         ,26,201712,53.79,50.94,38.87,47.04,C     
4958,臻鼎-KY      ,28,201712,57.19,41.35,58.53,51.68,B-    
4960,誠美材       ,26,201712,54.13,62.51,60.96,59.91,B+    
4961,天鈺         ,24,201712,61.7,67.09,45.99,57.78,B+    
4967,十銓         ,24,201712,53.79,44.02,59.78,52.35,B     
4968,立積         ,24,201712,45.94,55.86,58.34,54.42,B     
4976,佳凌         ,26,201712,65.2,43.67,48.13,50.53,B-    
4977,眾達-KY      ,27,201712,45.94,40.14,72.83,53.95,B     
4994,傳奇         ,30,201712,45.94,48.05,65.3,54.1,B     
4999,鑫禾         ,28,201712,45.94,42.76,47.07,45.16,C     
5007,三星         ,10,201712,68.4,67.51,64.55,66.79,A+    
5203,訊連         ,30,201712,54.65,54.43,56.96,55.44,B     
5215,科嘉-KY      ,25,201712,45.94,41.03,49.13,45.28,C     
5222,全訊         ,24,201712,45.94,51.41,52.86,50.65,B-    
5225,東科-KY      ,31,201712,53.79,47.36,46.9,48.73,B-    
5234,達興材料     ,26,201712,72.58,65.23,67.94,68.03,A+    
5243,乙盛-KY      ,26,201712,53.79,48.53,50.72,50.62,B-    
5244,弘凱         ,26,201712,53.79,46.17,51.43,50,B-    
5258,虹堡         ,25,201712,45.94,43.67,55.46,48.7,C     
5269,祥碩         ,24,201712,45.94,57.7,66,58.03,B+    
5283,禾聯碩       ,06,201712,48.53,46.07,55.92,50.38,B-    
5284,jpp-KY       ,20,201712,53.79,42.65,68.43,55.12,B     
5285,界霖         ,24,201712,60.24,50.83,68.48,59.79,B+    
5288,豐祥-KY      ,05,201712,66.13,63.83,64.17,64.7,A     
5306,桂盟         ,37,201712,66.25,49.11,74.73,62.36,A     
5388,中磊         ,27,201712,59.67,56.43,61.88,59.28,B+    
5434,崇越         ,29,201712,63.21,61.1,52.32,58.27,B+    
5469,瀚宇博       ,28,201712,59.49,51.1,37.19,47.83,C     
5471,松翰         ,24,201712,64.4,66.25,67.94,66.45,A+    
5484,慧友         ,26,201712,56.35,57.87,55.79,56.58,B     
5515,建國         ,14,201712,67,67.48,39.63,55.37,B     
5519,隆大         ,14,201712,48.75,59.6,61.34,57.42,B+    
5521,工信         ,14,201712,74.98,68.71,62.35,67.67,A+    
5522,遠雄         ,14,201712,65.98,73.22,53.65,58.25,B+    
5525,順天         ,14,201712,48.75,66.54,41.92,51.15,B-    
5531,鄉林         ,14,201712,67.63,60.63,42.25,54.62,B     
5533,皇鼎         ,14,201712,48.75,49.67,55.6,51.97,B-    
5534,長虹         ,14,201712,48.75,56.18,54.16,53.31,B     
5538,東明-KY      ,10,201712,41.54,41.1,67.98,50.95,B-    
5607,遠雄港       ,15,201712,48.75,48.47,65.56,55.89,B     
5608,四維航       ,15,201712,36.57,43.42,65.79,49.95,B-    
5706,鳳凰         ,16,201712,51.7,65.69,59.68,60.81,B+    
5871,中租-KY      ,20,201712,56.67,60.6,66.25,62.72,A     
5876,上海商銀     ,17,201712,65.53,73.19,35.48,54.92,B     
5880,合庫金       ,17,201712,34.62,62.36,51.41,53.99,B     
5906,台南-KY      ,18,201712,48.53,36.43,58.89,47.49,C     
5907,大洋-KY      ,18,201712,48.53,42.44,47.82,45.7,C     
6005,群益證       ,17,201712,58.52,60.18,60.75,60.25,B+    
6024,群益期       ,17,201712,63.47,68.6,54.99,61.72,B+    
6108,競國         ,28,201712,80.81,43.48,65.8,60.92,B+    
6112,邁達特       ,30,201712,61.84,52.43,49.47,53.57,B     
6115,鎰勝         ,28,201712,62.22,55.07,59.18,58.86,B+    
6116,彩晶         ,26,201712,80.36,65.58,34.44,57.3,B+    
6117,迎廣         ,25,201712,56.64,56.36,70.55,61.82,A     
6120,達運         ,26,201712,46.3,52.83,51.14,50.62,B-    
6128,上福         ,25,201712,59.45,56.31,61.58,59.07,B+    
6133,金橋         ,28,201712,44.83,51.58,44.04,46.54,C     
6136,富爾特       ,27,201712,53.03,53.16,63.48,57.16,B+    
6139,亞翔         ,31,201712,45.94,50.87,57.02,52.03,B-    
6141,柏承         ,28,201712,53.79,52.04,55.39,53.74,B     
6142,友勁         ,27,201712,45.94,46.05,51.16,47.97,C     
6152,百一         ,27,201712,62.78,59.71,71.92,65.09,A     
6153,嘉聯益       ,28,201712,82.23,51.69,48.54,57.83,B+    
6155,鈞寶         ,28,201712,58.26,48.26,74.51,61.76,A     
6164,華興         ,26,201712,53.79,46.36,67.15,56.04,B     
6165,浪凡         ,36,201712,70.45,58.36,33.77,53.64,B     
6166,凌華         ,25,201712,66.55,64.21,54.49,61.08,B+    
6168,宏齊         ,26,201712,50.57,62.58,43.06,52.28,B-    
6176,瑞儀         ,26,201712,56.97,69.69,58.92,62.54,A     
6177,達麗         ,14,201712,48.75,47.45,39.05,44.19,C     
6183,關貿         ,30,201712,40.72,81.62,76.63,69.9,A+    
6184,大豐電       ,20,201712,51.7,61.68,57.03,58.09,B+    
6189,豐藝         ,29,201712,45.94,53.8,36.98,45.52,C     
6191,精成科       ,28,201712,45.32,45.49,23.46,37.08,C-    
6192,巨路         ,31,201712,45.94,56.6,44.63,49.49,B-    
6196,帆宣         ,31,201712,71.8,66.63,76.09,71.47,A+    
6197,佳必琪       ,28,201712,45.94,41.19,44.4,43.55,C-    
6201,亞弘電       ,31,201712,60.01,46.28,58,54.03,B     
6202,盛群         ,24,201712,68.06,66.01,64.51,65.93,A     
6205,詮欣         ,28,201712,56.35,62.16,55.6,57.79,B+    
6206,飛捷         ,25,201712,70.17,68.52,68.15,68.78,A+    
6209,今國光       ,26,201712,45.94,43.77,60.67,50.71,B-    
6213,聯茂         ,28,201712,56.06,55.08,55.07,55.31,B     
6214,精誠         ,30,201712,52.92,61.69,52.25,56,B     
6215,和椿         ,31,201712,69.69,58.71,50.53,58.73,B+    
6216,居易         ,27,201712,53.79,53.39,54.58,53.94,B     
6224,聚鼎         ,28,201712,56.35,50.07,51.53,52.54,B     
6225,天瀚         ,26,201712,45.94,50.06,52.95,50.17,B-    
6226,光鼎         ,26,201712,45.94,44.93,36.09,41.81,C-    
6230,尼得科超眾   ,25,201712,53.79,50.98,64.94,56.96,B+    
6235,華孚         ,25,201712,44.83,40.32,53.88,47.1,C     
6239,力成         ,24,201712,57.09,80.67,71.08,71.36,A+    
6243,迅杰         ,24,201712,60.54,53.69,57.98,56.96,B+    
6257,矽格         ,24,201712,59.11,51.93,57.6,55.81,B     
6269,台郡         ,28,201712,63.15,53.57,39.94,50.69,B-    
6271,同欣電       ,24,201712,56.88,58.45,39.57,50.9,B-    
6277,宏正         ,25,201712,71.63,61.99,55.85,61.97,A     
6278,台表科       ,26,201712,58.89,35.21,51.46,47.07,C     
6281,全國電       ,29,201712,48.53,67.78,63,62.26,A     
6282,康舒         ,28,201712,67.92,57.74,47.16,56.56,B     
6283,淳安         ,31,201712,55.46,44.19,64.12,54.47,B     
6285,啟碁         ,27,201712,57.65,76.42,56.41,64.31,A     
6288,聯嘉         ,12,201712,69.93,60.07,46.43,57.25,B+    
6405,悅城         ,26,201712,45.45,46.29,68.69,55,B     
6409,旭隼         ,31,201712,56.67,54.07,65.78,59.53,B+    
6412,群電         ,28,201712,63.03,55.76,43.28,52.76,B     
6414,樺漢         ,25,201712,53.79,56.21,63.26,58.31,B+    
6415,矽力*-KY     ,24,201712,45.94,53.06,61.76,54.66,B     
6416,瑞祺電通     ,27,201712,68.72,61.29,46.9,57.61,B+    
6426,統新         ,27,201712,54.03,51.54,51.28,52.04,B-    
6431,光麗-KY      ,22,201712,53.79,48.36,55.13,52.23,B-    
6438,迅得         ,31,201712,53.2,59.38,57.43,57.15,B+    
6442,光聖         ,27,201712,55.86,56.75,62.34,58.66,B+    
6443,元晶         ,26,201712,63.97,53.78,34.11,50.67,B-    
6446,藥華藥       ,22,201712,44.26,56.83,57.73,54.83,B     
6449,鈺邦         ,28,201712,53.79,54.06,52.56,53.43,B     
6451,訊芯-KY      ,24,201712,40.12,43.09,56.32,47.4,C     
6456,GIS-KY       ,26,201712,80.26,52.62,71.44,66.4,A     
6464,台數科       ,20,201712,62.19,74.57,51.24,64.85,A     
6472,保瑞         ,22,201712,51.1,46.16,42.84,46.09,C     
6477,安集         ,26,201712,54.97,48.09,45,49.25,B-    
6491,晶碩         ,22,201712,68.12,63.54,58.21,62.82,A     
6504,南六         ,20,201712,53.19,71.94,74.37,69.32,A+    
6505,台塑化       ,23,201712,38.86,81.45,57.09,56.07,B     
6525,捷敏-KY      ,24,201712,45.94,47.08,42.17,44.94,C     
6526,達發         ,24,201712,45.94,53.99,57.34,53.33,B     
6531,愛普*        ,24,201712,45.94,54.28,57.59,53.54,B     
6533,晶心科       ,24,201712,60.82,53.52,56.74,56.5,B     
6541,泰福-KY      ,22,201712,51.1,47.15,57.87,50.97,B-    
6550,北極星藥業-KY,22,201712,51.1,48.81,56.36,51.41,B-    
6552,易華電       ,24,201712,66.61,47.24,45.83,52.49,B     
6558,興能高       ,31,201712,45.94,48.79,52.35,49.46,B-    
6579,研揚         ,25,201712,60.71,57.65,38.44,51.09,B-    
6581,鋼聯         ,35,201712,48.25,57.64,44.62,49.51,B-    
6582,申豐         ,11,201712,44.83,38.76,43.36,42.42,C-    
6585,鼎基         ,20,201712,44.83,36.64,50.6,44.68,C     
6591,動力-KY      ,25,201712,44.83,34.12,44.41,41.45,C-    
6592,和潤企業     ,20,201712,62.44,49.29,41.66,47.36,C     
6598,ABC-KY       ,22,201712,51.1,54.62,57.25,54.75,B     
6605,帝寶         ,12,201712,55.67,60.22,51.67,55.43,B     
6625,必應         ,20,201712,51.7,61.16,49.09,55.46,B     
8011,台通         ,27,201712,44.83,66.67,45.08,51.48,B-    
8016,矽創         ,24,201712,45.94,56.56,35.37,45.96,C     
8021,尖點         ,31,201712,55.14,57.22,74.62,63.33,A     
8028,昇陽半導體   ,24,201712,62.02,56.88,57.71,58.43,B+    
8033,雷虎         ,20,201712,48.53,60.2,41.87,50.84,B-    
8039,台虹         ,28,201712,65.89,78.21,70.41,71.39,A+    
8045,達運光電     ,27,201712,53.79,53.76,59.25,55.85,B     
8046,南電         ,28,201712,54.52,63.01,59.64,59.69,B+    
8070,長華*        ,29,201712,45.94,45.86,52.62,48.45,C     
8072,陞泰         ,29,201712,44.83,40.9,65.75,52.02,B-    
8081,致新         ,24,201712,54.53,57.03,70.83,61.67,B+    
8101,華冠         ,27,201712,45.94,49.58,36.87,43.88,C     
8103,瀚荃         ,28,201712,62.77,67.91,66.31,65.73,A     
8104,錸寶         ,26,201712,45.94,45.65,44.83,45.41,C     
8105,凌巨         ,26,201712,53.55,58.16,56.91,56.58,B     
8110,華東         ,24,201712,33.1,66.36,46.48,50.82,B-    
8112,至上         ,29,201712,55.07,49.04,56.13,53.18,B     
8114,振樺電       ,25,201712,53.79,58.01,61.69,58.4,B+    
8131,福懋科       ,24,201712,70.19,58.63,59.11,61.59,B+    
8150,南茂         ,24,201712,54.83,79,64.04,67.52,A+    
8163,達方         ,25,201712,69.61,65.3,52.39,61.43,B+    
8201,無敵         ,31,201712,41,60.62,61.43,56.22,B     
8210,勤誠         ,25,201712,60.92,46.79,67.26,57.96,B+    
8213,志超         ,28,201712,53.79,58.19,65.27,59.82,B+    
8215,明基材       ,26,201712,65.93,59.5,57.15,60.15,B+    
8222,寶一         ,05,201712,44.83,48.93,64.07,53.75,B     
8249,菱光         ,28,201712,53.79,48.14,45.05,48.32,C     
8261,富鼎         ,24,201712,54.75,55.28,57.44,55.97,B     
8271,宇瞻         ,24,201712,66.81,49.34,61.14,58.02,B+    
8341,日友         ,35,201712,72.19,40.9,48.84,52.76,B     
8367,建新國際     ,15,201712,46.29,64.71,32.92,46.42,C     
8374,羅昇         ,05,201712,44.83,49.82,67.13,55.25,B     
8404,百和興業-KY  ,20,201712,53.19,64.36,60.26,60.64,B+    
8411,福貞-KY      ,20,201712,56.35,58.87,65.67,60.83,B+    
8422,可寧衛       ,35,201712,43.31,74.23,65.9,62.3,A     
8429,金麗-KY      ,18,201712,48.53,48.09,52.17,49.76,B-    
8438,昶昕         ,35,201712,67.5,62.96,58.05,62.07,A     
8442,威宏-KY      ,20,201712,48.53,40.61,48.78,45.3,C     
8443,阿瘦         ,18,201712,67.73,59.01,74.19,66.59,A+    
8454,富邦媒       ,36,201712,80.1,64.4,69.73,69.46,A+    
8462,柏文         ,37,201712,51.7,56.98,60.02,56.73,B+    
8463,潤泰材       ,20,201712,37.68,67.89,58.71,52.8,B     
8464,億豐         ,38,201712,67.1,57.96,63.89,62.01,A     
8466,美吉吉-KY    ,20,201712,48.53,45.23,58.3,50.95,B-    
8467,波力-KY      ,37,201712,40.65,45.53,57.11,49.12,B-    
8473,山林水       ,35,201712,55.72,66.5,49.01,56.07,B     
8476,台境*        ,35,201712,48.75,45.82,39.71,43.99,C     
8478,東哥遊艇     ,37,201712,44.83,42.09,39.59,41.91,C-    
8481,政伸         ,20,201712,56.38,57.55,52.48,55.77,B     
8488,吉源-KY      ,20,201712,56.35,34.24,56.87,49.92,B-    
8926,台汽電       ,23,201712,42.21,53.46,72.42,55.89,B     
8940,新天地       ,16,201712,47.21,49.01,56.51,50.7,B-    
8996,高力         ,05,201712,44.83,58.74,56.12,53.52,B     
9802,鈺齊-KY      ,37,201712,48.53,47.22,49.19,48.24,C     
9902,台火         ,20,201712,44.83,42,40.11,42.09,C-    
9904,寶成         ,37,201712,71.8,60.38,67.41,65.29,A     
9905,大華         ,20,201712,44.83,40.14,62.54,50.5,B-    
9906,欣巴巴       ,14,201712,58.13,43.56,59.65,54.41,B     
9907,統一實       ,20,201712,34.38,60.49,61.01,52.86,B     
9908,大台北       ,23,201712,44.57,70.25,54.33,56.47,B     
9910,豐泰         ,37,201712,56.64,51.85,76.04,62.19,A     
9911,櫻花         ,38,201712,53.19,63.81,46.81,55.16,B     
9912,偉聯         ,25,201712,56.88,52.1,50,52.45,B     
9914,美利達       ,37,201712,48.53,56.7,57.41,55.42,B     
9917,中保科       ,20,201712,56.54,79.56,52.81,66.47,A+    
9918,欣天然       ,23,201712,66.36,45.81,49.85,53.1,B     
9919,康那香       ,20,201712,53.19,69.62,39.37,54.7,B     
9921,巨大         ,37,201712,61.8,56.63,62.59,59.94,B+    
9924,福興         ,38,201712,68.4,60.69,53.24,59.25,B+    
9925,新保         ,20,201712,84.69,74.22,55.05,70.77,A+    
9926,新海         ,23,201712,48.75,55.98,52.89,52.7,B     
9927,泰銘         ,20,201712,41.54,48.94,45.9,44.96,C     
9928,中視         ,20,201712,51.7,67.47,63.49,62.81,A     
9929,秋雨         ,20,201712,51.7,56.18,46.44,52.27,B-    
9930,中聯資源     ,35,201712,31.96,74.47,59.01,52.33,B-    
9931,欣高         ,23,201712,48.75,48.03,44.96,46.9,C     
9933,中鼎         ,20,201712,77.89,77.43,66.83,73,A+    
9934,成霖         ,38,201712,33.63,52.26,74.49,57.39,B+    
9935,慶豐富       ,38,201712,48.53,48.29,41.75,45.79,C     
9937,全國         ,23,201712,63.54,35.71,73.73,60.25,B+    
9938,百和         ,20,201712,66.03,59.98,48.36,56.6,B     
9939,宏全         ,20,201712,55.18,68.91,55.6,59.47,B+    
9940,信義         ,20,201712,77.39,73.39,76.79,75.93,A+    
9941,裕融         ,20,201712,58.21,54.71,62.13,58.54,B+    
9942,茂順         ,20,201712,55.67,61.42,60.93,59.39,B+    
9943,好樂迪       ,16,201712,42.69,67,77.07,64.67,A     
9944,新麗         ,20,201712,48.53,43.06,65.2,52.74,B     
9945,潤泰新       ,20,201712,43.05,58.21,53.82,52.23,B-    
9946,三發地產     ,14,201712,48.75,48.5,46.05,47.51,C     
9955,佳龍         ,35,201712,48.75,39.5,64.38,52.7,B     
9958,世紀鋼       ,10,201712,54.38,38.77,44.19,46.81,C     
1101,台泥         ,01,201812,63.63,71.35,55.96,60.89,B+    
1102,亞泥         ,01,201812,59.48,78.13,56.66,63.13,A     
1103,嘉泥         ,01,201812,60.56,71.14,45.66,57.84,B+    
1104,環泥         ,01,201812,49.96,65.8,61.46,58.06,B+    
1108,幸福         ,01,201812,32.97,41.86,68.66,48.04,C     
1109,信大         ,01,201812,65.29,55.05,63.76,62.18,A     
1110,東泥         ,01,201812,77.79,35.19,63.46,61.98,B+    
1201,味全         ,02,201812,51.3,69.89,67.85,63.52,A     
1203,味王         ,02,201812,66.15,64.19,56.19,62.4,A     
1210,大成         ,02,201812,52.61,68.31,51.6,58.43,B+    
1213,大飲         ,02,201812,43.58,50.44,60.14,51.22,B-    
1215,卜蜂         ,02,201812,52.96,61.98,59.31,58.38,B+    
1216,統一         ,02,201812,78.2,85.1,56.81,74.48,A+    
1217,愛之味       ,02,201812,59.03,69.85,48.69,60.15,B+    
1218,泰山         ,02,201812,60.59,51.31,59.1,56.53,B     
1219,福壽         ,02,201812,72.57,74.35,49.52,66.35,A     
1220,台榮         ,02,201812,34.21,43.56,62.02,46.2,C     
1225,福懋油       ,02,201812,66.84,72.98,60.98,67.48,A+    
1227,佳格         ,02,201812,64.41,71.1,46.6,61.68,B+    
1229,聯華         ,02,201812,57.64,71.44,47.85,60.09,B+    
1231,聯華食       ,02,201812,46.19,49.94,58.06,51.21,B-    
1232,大統益       ,02,201812,61.88,68.44,66.39,65.79,A     
1233,天仁         ,02,201812,57.82,69.69,66.19,64.96,A     
1234,黑松         ,02,201812,82.81,73.81,42.23,67.13,A     
1235,興泰         ,02,201812,32.3,47.27,26.81,36.49,C-    
1236,宏亞         ,02,201812,65.11,51.23,49.73,55.08,B     
1256,鮮活果汁-KY  ,02,201812,62.33,44.14,50.35,51.64,B-    
1301,台塑         ,03,201812,43.86,59.92,53.94,52.71,B     
1303,南亞         ,03,201812,58.09,66.99,55.54,59.74,B+    
1304,台聚         ,03,201812,55.8,74.81,57.03,62,B+    
1305,華夏         ,03,201812,44.88,82.59,56.41,60.81,B+    
1307,三芳         ,03,201812,68.65,59.19,54.57,59.18,B+    
1308,亞聚         ,03,201812,43.27,66.15,57.4,55.79,B     
1309,台達化       ,03,201812,56.42,64.94,57.36,59.35,B+    
1310,台苯         ,03,201812,68.14,68.4,46.76,59.67,B+    
1312,國喬         ,03,201812,64.29,67.06,55.94,61.78,B+    
1313,聯成         ,03,201812,80.13,67.39,41.47,60.84,B+    
1314,中石化       ,03,201812,56.5,60.11,54.81,56.91,B+    
1315,達新         ,03,201812,47.73,58.71,50.86,53.56,B     
1316,上曜         ,14,201812,63.82,63.77,37.57,52.52,B     
1319,東陽         ,12,201812,68.91,78.01,54.8,66.05,A     
1321,大洋         ,03,201812,55.2,56.53,52.52,54.53,B     
1323,永裕         ,03,201812,66.01,66.28,58.86,63.23,A     
1324,地球         ,03,201812,60.96,63.72,61.7,62.08,A     
1325,恒大         ,03,201812,47.73,50.7,39.64,45.82,C     
1326,台化         ,03,201812,45.86,59.72,56.31,54.2,B     
1337,再生-KY      ,03,201812,55.2,47.28,60.09,54.78,B     
1338,廣華-KY      ,12,201812,70.02,46.86,56.65,58.09,B+    
1339,昭輝         ,12,201812,45.39,47.26,39.75,43.74,C     
1340,勝悅-KY      ,03,201812,47.73,50.58,47.45,48.81,B-    
1402,遠東新       ,04,201812,71.91,81.93,53.81,69.06,A+    
1409,新纖         ,04,201812,85.98,66.76,36.97,58.79,B+    
1410,南染         ,04,201812,47.73,44.06,47.27,46.01,C     
1413,宏洲         ,04,201812,58.56,41.45,53,49.21,B-    
1414,東和         ,04,201812,47.73,41.1,47.39,44.81,C     
1416,廣豐         ,20,201812,47.73,52.39,62.73,55.54,B     
1417,嘉裕         ,04,201812,47.73,36.05,46.87,42.49,C-    
1418,東華         ,04,201812,47.73,36.93,53.06,45.27,C     
1419,新紡         ,04,201812,47.73,50.15,48.55,49.06,B-    
1423,利華         ,04,201812,47.73,38.29,38.48,40.16,C-    
1432,大魯閣       ,37,201812,47.73,62.1,59.02,58.17,B+    
1434,福懋         ,04,201812,47.96,65.79,54.97,58.18,B+    
1435,中福         ,20,201812,47.98,37.36,45.14,43.57,C     
1436,華友聯       ,14,201812,47.98,51.62,68.73,57.99,B+    
1437,勤益控       ,20,201812,47.98,38.58,60.9,50.71,B-    
1438,三地開發     ,14,201812,40.32,39.07,24.01,32.93,C-    
1439,雋揚         ,14,201812,47.73,52.23,42.76,47.68,C     
1440,南紡         ,04,201812,52.75,44.51,53.64,49.64,B-    
1441,大東         ,04,201812,47.73,38.85,49.24,44.59,C     
1442,名軒         ,14,201812,57.35,60.88,64.42,61.45,B+    
1443,立益物流     ,20,201812,47.73,43.26,44.84,44.73,C     
1444,力麗         ,04,201812,61.22,56.07,43.17,52.02,B-    
1445,大宇         ,04,201812,63.17,52.78,40.68,50.03,B-    
1446,宏和         ,04,201812,47.73,47.95,42.99,45.97,C     
1447,力鵬         ,04,201812,73.51,59.01,42.36,55.27,B     
1449,佳和         ,04,201812,47.73,36.69,36.28,38.63,C-    
1451,年興         ,04,201812,47.73,36.77,43.63,41.53,C-    
1452,宏益         ,04,201812,47.73,58.41,65.85,59.28,B+    
1453,大將         ,14,201812,47.98,37.85,51.48,46.44,C     
1454,台富         ,04,201812,47.73,39.57,39.75,41.19,C-    
1455,集盛         ,04,201812,48.66,55.39,49.47,51.81,B-    
1456,怡華         ,14,201812,47.98,36.88,39.86,41.16,C-    
1457,宜進         ,04,201812,40.89,58.18,53.29,52.99,B     
1459,聯發         ,04,201812,47.73,54.65,50.28,51.63,B-    
1460,宏遠         ,04,201812,52.29,70.4,52.42,59.95,B+    
1463,強盛新       ,04,201812,65.22,56.58,41.02,52.16,B-    
1464,得力         ,04,201812,52.38,47.66,48.84,49.02,B-    
1465,偉全         ,04,201812,47.73,47.33,47.97,47.65,C     
1466,聚隆         ,04,201812,61.67,67.43,31.65,52.38,B     
1467,南緯         ,04,201812,87.53,54.22,60.41,62.96,A     
1468,昶和         ,04,201812,52.38,52.08,52.37,52.25,B     
1470,大統新創     ,04,201812,49.51,66.48,61.28,61.23,B+    
1471,首利         ,28,201812,43.74,42.77,36.08,40.39,C-    
1472,三洋實業     ,14,201812,47.73,51.38,59.66,53.91,B     
1473,台南         ,04,201812,63.87,39.08,43.74,45.61,C     
1474,弘裕         ,04,201812,44.72,58.57,42.99,49.86,B-    
1475,業旺         ,04,201812,47.73,39.81,63.94,50.73,B-    
1476,儒鴻         ,04,201812,81.34,45.5,58.27,57.29,B+    
1477,聚陽         ,04,201812,63.78,45.54,64.92,56.57,B     
1503,士電         ,05,201812,80.35,72.92,49.46,65.76,A     
1504,東元         ,05,201812,82.53,65.96,54.85,66.48,A     
1506,正道         ,05,201812,54.77,49.91,42.18,48.45,C     
1512,瑞利         ,12,201812,44.64,47.82,37.55,42.8,C-    
1513,中興電       ,05,201812,64.88,47.72,52.89,54.57,B     
1514,亞力         ,05,201812,55.2,65.96,46.54,54.96,B     
1515,力山         ,05,201812,52.38,60.95,61.45,59.52,B+    
1516,川飛         ,20,201812,39.48,41.4,51.96,44.45,C     
1517,利奇         ,05,201812,52.38,49.98,48.72,49.95,B-    
1519,華城         ,05,201812,67.88,75.12,74.52,72.71,A+    
1521,大億         ,12,201812,54.77,66.04,56.3,58.64,B+    
1522,堤維西       ,12,201812,71.23,58.46,52.6,60.26,B+    
1524,耿鼎         ,12,201812,54.77,39.81,39.4,44.44,C     
1525,江申         ,12,201812,68.97,59.15,63.71,64.07,A     
1526,日馳         ,05,201812,47.73,62.42,45.54,53.04,B     
1527,鑽全         ,05,201812,52.38,68.56,43.92,55.88,B     
1528,恩德         ,05,201812,47.73,63.86,39.98,51.48,B-    
1529,樂事綠能     ,05,201812,55.2,47.5,44.82,48.74,B-    
1530,亞崴         ,05,201812,55.2,48.8,48.55,50.62,B-    
1531,高林股       ,05,201812,57.1,52.19,49.78,52.7,B     
1532,勤美         ,05,201812,55.18,73.24,59.88,62.48,A     
1533,車王電       ,12,201812,69.9,70.64,58.15,65.53,A     
1535,中宇         ,05,201812,55.74,73.59,61.33,63.33,A     
1536,和大         ,12,201812,68.98,71.3,44.5,60.1,B+    
1537,廣隆         ,05,201812,47.54,52.89,53.15,51.71,B-    
1538,正峰         ,05,201812,47.73,58.65,40.21,49.39,B-    
1539,巨庭         ,05,201812,47.73,56.54,59.31,55.95,B     
1540,喬福         ,05,201812,47.73,62.63,38.94,50.56,B-    
1541,錩泰         ,05,201812,47.73,63.69,50.75,55.61,B     
1558,伸興         ,05,201812,60.26,73.42,50.17,61.85,B+    
1560,中砂         ,05,201812,53.21,53.22,65.39,57.84,B+    
1563,巧新         ,12,201812,45.39,44.3,48.43,46.26,C     
1568,倉佑         ,12,201812,54.77,51.91,67.53,58.92,B+    
1582,信錦         ,28,201812,70.18,53.65,66.79,62.61,A     
1583,程泰         ,05,201812,51.6,56.91,54.74,54.45,B     
1587,吉茂         ,12,201812,45.39,43.74,40.79,43.12,C-    
1589,永冠-KY      ,05,201812,43.74,48.62,46.1,46.15,C     
1590,亞德客-KY    ,05,201812,56.26,36.35,51.06,48.2,C     
1597,直得         ,05,201812,55.2,54.53,73.76,62.42,A     
1598,岱宇         ,37,201812,64.08,70.9,62.9,66.49,A     
1603,華電         ,06,201812,43.74,39.87,46.21,43.57,C     
1604,聲寶         ,06,201812,52.38,62.15,58.5,58.87,B+    
1605,華新         ,06,201812,65.07,59.76,56.23,59.94,B+    
1608,華榮         ,06,201812,73.01,55.43,41.77,55.24,B     
1609,大亞         ,06,201812,66.79,54.23,55.83,58.64,B+    
1611,中電         ,06,201812,53.21,54.19,45.93,50.82,B-    
1612,宏泰         ,06,201812,55.2,57.93,64.54,59.76,B+    
1614,三洋電       ,06,201812,52.38,39.73,35.93,40.65,C-    
1615,大山         ,06,201812,51.35,62.43,56.27,56.64,B     
1616,億泰         ,06,201812,55.2,55.09,50.88,53.44,B     
1617,榮星         ,06,201812,55.2,53.03,38.78,47.98,C     
1618,合機         ,06,201812,43.74,56.69,59.66,53.99,B     
1626,艾美特-KY    ,06,201812,47.73,55.98,31.59,44.9,C     
1702,南僑         ,02,201812,47.92,61.64,51.39,54.32,B     
1707,葡萄王       ,22,201812,74.78,74.9,46.95,66.77,A     
1708,東鹼         ,21,201812,44.21,56.06,60.02,54.09,B     
1709,和益         ,21,201812,44.84,66.68,60.31,57.58,B+    
1710,東聯         ,21,201812,70.9,58.75,50.48,59.09,B+    
1711,永光         ,21,201812,75.65,79.6,73.98,76.17,A+    
1712,興農         ,21,201812,55.78,61.63,58.86,58.77,B+    
1713,國化         ,21,201812,46.47,36.44,37.94,40.05,C-    
1714,和桐         ,21,201812,66.22,64.94,48.73,58.84,B+    
1717,長興         ,21,201812,79.05,67.57,61.01,68.39,A+    
1718,中纖         ,21,201812,46.63,77.71,33.74,50.8,B-    
1720,生達         ,22,201812,80.01,68.77,55.93,67.07,A     
1721,三晃         ,21,201812,54.93,44.58,57.33,52.79,B     
1722,台肥         ,21,201812,55.97,72.28,75.11,68.52,A+    
1723,中碳         ,21,201812,68.53,81.42,56.09,67.42,A+    
1725,元禎         ,21,201812,60.05,42.58,53.82,52.32,B     
1726,永記         ,21,201812,52.95,56.39,56.82,55.53,B     
1727,中華化       ,21,201812,64.66,58.09,59,60.43,B+    
1730,花仙子       ,21,201812,65.13,69.88,74.47,70.77,A+    
1731,美吾華       ,22,201812,45.8,59.74,55.01,55.86,B     
1732,毛寶         ,21,201812,68.97,49.01,59.83,57.02,B+    
1733,五鼎         ,22,201812,56.46,64.64,48.58,58.51,B+    
1734,杏輝         ,22,201812,71.83,63.19,52.47,61.64,B+    
1735,日勝化       ,21,201812,45.57,51.12,56.38,51.56,B-    
1736,喬山         ,37,201812,52.38,63.27,68.69,63.32,A     
